ticket_id,department,category,priority,status,created_at,resolved_at,created_on,sla_hours,elapsed_hours,resolution_hours,sla_state,is_open,snapshot_at
INC-0164,People & Culture,Access,Medium,Resolved,2026-08-26T22:52:04Z,2026-08-27T07:53:52Z,2026-08-26,24,9.03,9.03,Met,0,2026-09-14T00:00:00Z
INC-0165,Sales,Reporting,Critical,Resolved,2026-09-07T06:48:17Z,2026-09-07T11:50:41Z,2026-09-07,4,5.04,5.04,Breached,0,2026-09-14T00:00:00Z
INC-0166,Sales,Device,Low,Open,2026-09-12T13:43:28Z,,2026-09-12,72,34.2756,,On track,1,2026-09-14T00:00:00Z
INC-0167,ICT,Business application,Low,Open,2026-09-12T08:14:15Z,,2026-09-12,72,39.7625,,On track,1,2026-09-14T00:00:00Z
INC-0168,ICT,Access,Medium,Resolved,2026-08-30T11:37:51Z,2026-08-30T20:52:15Z,2026-08-30,24,9.24,9.24,Met,0,2026-09-14T00:00:00Z
INC-0169,Sales,Reporting,Low,Resolved,2026-08-20T04:20:18Z,2026-08-23T17:59:54Z,2026-08-20,72,85.66,85.66,Breached,0,2026-09-14T00:00:00Z
INC-0170,Sales,Access,High,Resolved,2026-09-10T06:54:53Z,2026-09-10T13:22:29Z,2026-09-10,8,6.46,6.46,Met,0,2026-09-14T00:00:00Z
INC-0171,ICT,Device,Medium,Resolved,2026-08-25T16:54:57Z,2026-08-26T18:06:57Z,2026-08-25,24,25.2,25.2,Breached,0,2026-09-14T00:00:00Z
INC-0172,ICT,Reporting,Medium,Resolved,2026-09-10T04:14:54Z,2026-09-11T04:51:30Z,2026-09-10,24,24.61,24.61,Breached,0,2026-09-14T00:00:00Z
INC-0173,Operations,Business application,Low,Resolved,2026-08-22T08:27:24Z,2026-08-24T22:22:00Z,2026-08-22,72,61.91,61.91,Met,0,2026-09-14T00:00:00Z
INC-0174,People & Culture,Access,Low,In Progress,2026-09-12T13:42:25Z,,2026-09-12,72,34.2931,,On track,1,2026-09-14T00:00:00Z
INC-0175,Sales,Access,Medium,Resolved,2026-09-10T17:22:25Z,2026-09-11T04:45:49Z,2026-09-10,24,11.39,11.39,Met,0,2026-09-14T00:00:00Z
INC-0176,Finance,Device,Low,In Progress,2026-09-10T04:18:28Z,,2026-09-10,72,91.6922,,Overdue,1,2026-09-14T00:00:00Z
INC-0177,ICT,Reporting,Medium,Open,2026-09-13T06:33:27Z,,2026-09-13,24,17.4425,,On track,1,2026-09-14T00:00:00Z
INC-0178,Sales,Access,Critical,Resolved,2026-08-22T11:40:16Z,2026-08-22T12:35:28Z,2026-08-22,4,0.92,0.92,Met,0,2026-09-14T00:00:00Z
INC-0179,ICT,Business application,High,In Progress,2026-09-13T14:40:50Z,,2026-09-13,8,9.3194,,Overdue,1,2026-09-14T00:00:00Z
INC-0180,Operations,Access,Medium,In Progress,2026-09-13T04:35:02Z,,2026-09-13,24,19.4161,,At risk,1,2026-09-14T00:00:00Z
INC-0181,Sales,Access,Low,Resolved,2026-09-09T13:54:29Z,2026-09-13T17:59:17Z,2026-09-09,72,100.08,100.08,Breached,0,2026-09-14T00:00:00Z
INC-0182,Finance,Business application,Medium,Resolved,2026-09-04T11:32:39Z,2026-09-05T01:13:27Z,2026-09-04,24,13.68,13.68,Met,0,2026-09-14T00:00:00Z
INC-0183,Finance,Device,Medium,Resolved,2026-09-10T18:18:17Z,2026-09-12T07:36:17Z,2026-09-10,24,37.3,37.3,Breached,0,2026-09-14T00:00:00Z
INC-0184,People & Culture,Device,High,Resolved,2026-08-28T17:57:53Z,2026-08-29T05:17:41Z,2026-08-28,8,11.33,11.33,Breached,0,2026-09-14T00:00:00Z
INC-0185,Finance,Reporting,Low,Resolved,2026-08-24T00:37:06Z,2026-08-24T15:13:42Z,2026-08-24,72,14.61,14.61,Met,0,2026-09-14T00:00:00Z
INC-0186,Finance,Network,Low,Resolved,2026-09-10T21:04:01Z,2026-09-11T14:51:25Z,2026-09-10,72,17.79,17.79,Met,0,2026-09-14T00:00:00Z
INC-0187,Operations,Network,High,Resolved,2026-08-22T03:12:50Z,2026-08-22T13:30:14Z,2026-08-22,8,10.29,10.29,Breached,0,2026-09-14T00:00:00Z
INC-0188,Operations,Reporting,Critical,Resolved,2026-08-22T11:30:20Z,2026-08-22T16:43:32Z,2026-08-22,4,5.22,5.22,Breached,0,2026-09-14T00:00:00Z
INC-0189,People & Culture,Access,Low,In Progress,2026-09-11T10:24:33Z,,2026-09-11,72,61.5908,,At risk,1,2026-09-14T00:00:00Z
INC-0190,People & Culture,Business application,High,Open,2026-09-13T08:47:44Z,,2026-09-13,8,15.2044,,Overdue,1,2026-09-14T00:00:00Z
INC-0191,Operations,Access,Low,Resolved,2026-09-10T07:00:11Z,2026-09-11T15:15:11Z,2026-09-10,72,32.25,32.25,Met,0,2026-09-14T00:00:00Z
INC-0192,Operations,Access,High,Resolved,2026-08-27T14:17:13Z,2026-08-27T23:36:25Z,2026-08-27,8,9.32,9.32,Breached,0,2026-09-14T00:00:00Z
INC-0193,ICT,Business application,Medium,Resolved,2026-09-11T10:16:13Z,2026-09-11T23:57:01Z,2026-09-11,24,13.68,13.68,Met,0,2026-09-14T00:00:00Z
INC-0194,Finance,Access,Medium,Resolved,2026-08-23T21:34:24Z,2026-08-25T01:42:12Z,2026-08-23,24,28.13,28.13,Breached,0,2026-09-14T00:00:00Z
INC-0195,Finance,Device,High,In Progress,2026-09-13T17:56:58Z,,2026-09-13,8,6.0506,,On track,1,2026-09-14T00:00:00Z
INC-0196,People & Culture,Device,High,Resolved,2026-09-09T23:01:17Z,2026-09-10T02:55:53Z,2026-09-09,8,3.91,3.91,Met,0,2026-09-14T00:00:00Z
INC-0197,Sales,Device,Medium,Resolved,2026-09-05T23:34:53Z,2026-09-07T12:36:05Z,2026-09-05,24,37.02,37.02,Breached,0,2026-09-14T00:00:00Z
INC-0198,Finance,Business application,Critical,Resolved,2026-08-27T10:48:14Z,2026-08-27T13:44:02Z,2026-08-27,4,2.93,2.93,Met,0,2026-09-14T00:00:00Z
INC-0199,People & Culture,Network,Critical,Resolved,2026-09-03T06:45:40Z,2026-09-03T09:00:40Z,2026-09-03,4,2.25,2.25,Met,0,2026-09-14T00:00:00Z
INC-0200,Finance,Reporting,Medium,Resolved,2026-09-03T04:21:56Z,2026-09-03T11:03:20Z,2026-09-03,24,6.69,6.69,Met,0,2026-09-14T00:00:00Z
INC-0201,People & Culture,Access,High,Resolved,2026-09-04T00:31:29Z,2026-09-04T07:18:17Z,2026-09-04,8,6.78,6.78,Met,0,2026-09-14T00:00:00Z
INC-0202,People & Culture,Network,Medium,Resolved,2026-08-26T01:25:34Z,2026-08-26T22:56:10Z,2026-08-26,24,21.51,21.51,Met,0,2026-09-14T00:00:00Z
INC-0203,Finance,Business application,High,Open,2026-09-13T21:03:45Z,,2026-09-13,8,2.9375,,On track,1,2026-09-14T00:00:00Z
INC-0204,Finance,Device,Low,Resolved,2026-09-07T19:47:30Z,2026-09-12T10:29:30Z,2026-09-07,72,110.7,110.7,Breached,0,2026-09-14T00:00:00Z
INC-0205,ICT,Network,Low,Resolved,2026-09-07T12:34:06Z,2026-09-08T14:19:42Z,2026-09-07,72,25.76,25.76,Met,0,2026-09-14T00:00:00Z
INC-0206,Finance,Reporting,Low,Resolved,2026-09-07T15:37:48Z,2026-09-10T09:25:12Z,2026-09-07,72,65.79,65.79,Met,0,2026-09-14T00:00:00Z
INC-0207,Finance,Access,Low,Open,2026-09-10T02:16:40Z,,2026-09-10,72,93.7222,,Overdue,1,2026-09-14T00:00:00Z
INC-0208,Finance,Access,Medium,Resolved,2026-09-03T08:59:50Z,2026-09-03T18:08:50Z,2026-09-03,24,9.15,9.15,Met,0,2026-09-14T00:00:00Z
INC-0209,ICT,Business application,Medium,Resolved,2026-08-27T06:42:28Z,2026-08-27T18:26:52Z,2026-08-27,24,11.74,11.74,Met,0,2026-09-14T00:00:00Z
INC-0210,Sales,Device,Medium,Resolved,2026-09-11T00:11:47Z,2026-09-11T20:24:23Z,2026-09-11,24,20.21,20.21,Met,0,2026-09-14T00:00:00Z
INC-0211,Finance,Access,High,Resolved,2026-08-22T23:56:30Z,2026-08-23T01:55:18Z,2026-08-22,8,1.98,1.98,Met,0,2026-09-14T00:00:00Z
INC-0212,Sales,Business application,Low,Resolved,2026-09-09T13:50:06Z,2026-09-13T10:44:42Z,2026-09-09,72,92.91,92.91,Breached,0,2026-09-14T00:00:00Z
INC-0213,Finance,Network,Low,Open,2026-09-08T00:11:02Z,,2026-09-08,72,143.8161,,Overdue,1,2026-09-14T00:00:00Z
INC-0214,People & Culture,Access,Medium,Resolved,2026-08-25T13:06:52Z,2026-08-27T05:38:04Z,2026-08-25,24,40.52,40.52,Breached,0,2026-09-14T00:00:00Z
INC-0215,Operations,Device,Medium,Resolved,2026-09-03T11:01:20Z,2026-09-04T17:08:32Z,2026-09-03,24,30.12,30.12,Breached,0,2026-09-14T00:00:00Z
INC-0216,Sales,Network,Low,Resolved,2026-08-18T13:58:27Z,2026-08-23T15:35:03Z,2026-08-18,72,121.61,121.61,Breached,0,2026-09-14T00:00:00Z
INC-0217,ICT,Access,Medium,In Progress,2026-09-12T17:15:19Z,,2026-09-12,24,30.7447,,Overdue,1,2026-09-14T00:00:00Z
INC-0218,Finance,Reporting,Medium,Resolved,2026-09-13T02:01:11Z,2026-09-13T08:30:35Z,2026-09-13,24,6.49,6.49,Met,0,2026-09-14T00:00:00Z
INC-0219,Sales,Device,Medium,Resolved,2026-09-06T01:58:07Z,2026-09-06T12:20:55Z,2026-09-06,24,10.38,10.38,Met,0,2026-09-14T00:00:00Z
INC-0220,People & Culture,Network,Low,Resolved,2026-08-26T02:13:59Z,2026-08-29T09:43:59Z,2026-08-26,72,79.5,79.5,Breached,0,2026-09-14T00:00:00Z
INC-0221,People & Culture,Access,Medium,Resolved,2026-08-29T21:44:29Z,2026-08-30T16:46:17Z,2026-08-29,24,19.03,19.03,Met,0,2026-09-14T00:00:00Z
INC-0222,Finance,Reporting,Critical,In Progress,2026-09-13T23:17:09Z,,2026-09-13,4,0.7142,,On track,1,2026-09-14T00:00:00Z
INC-0223,ICT,Business application,Low,Resolved,2026-09-04T23:05:01Z,2026-09-09T16:14:37Z,2026-09-04,72,113.16,113.16,Breached,0,2026-09-14T00:00:00Z
INC-0224,ICT,Business application,Critical,Open,2026-09-13T21:48:41Z,,2026-09-13,4,2.1886,,On track,1,2026-09-14T00:00:00Z
INC-0225,People & Culture,Access,Low,Resolved,2026-08-21T20:06:03Z,2026-08-25T01:19:51Z,2026-08-21,72,77.23,77.23,Breached,0,2026-09-14T00:00:00Z
INC-0226,ICT,Device,Medium,Resolved,2026-08-23T07:58:07Z,2026-08-23T18:10:43Z,2026-08-23,24,10.21,10.21,Met,0,2026-09-14T00:00:00Z
INC-0227,Finance,Access,High,In Progress,2026-09-13T18:45:50Z,,2026-09-13,8,5.2361,,On track,1,2026-09-14T00:00:00Z
INC-0228,ICT,Network,Critical,In Progress,2026-09-13T22:16:36Z,,2026-09-13,4,1.7233,,On track,1,2026-09-14T00:00:00Z
INC-0229,Operations,Business application,Critical,Resolved,2026-08-28T06:17:56Z,2026-08-28T06:56:56Z,2026-08-28,4,0.65,0.65,Met,0,2026-09-14T00:00:00Z
INC-0230,ICT,Access,Low,Resolved,2026-08-21T14:34:18Z,2026-08-22T19:16:18Z,2026-08-21,72,28.7,28.7,Met,0,2026-09-14T00:00:00Z
INC-0231,Operations,Business application,High,Resolved,2026-08-28T18:58:31Z,2026-08-29T08:24:55Z,2026-08-28,8,13.44,13.44,Breached,0,2026-09-14T00:00:00Z
INC-0232,Finance,Reporting,Low,Resolved,2026-09-05T21:36:43Z,2026-09-09T10:11:31Z,2026-09-05,72,84.58,84.58,Breached,0,2026-09-14T00:00:00Z
INC-0233,Finance,Network,High,Resolved,2026-09-13T11:40:11Z,2026-09-13T19:18:35Z,2026-09-13,8,7.64,7.64,Met,0,2026-09-14T00:00:00Z
INC-0234,People & Culture,Reporting,Medium,Resolved,2026-09-10T20:19:43Z,2026-09-11T06:05:55Z,2026-09-10,24,9.77,9.77,Met,0,2026-09-14T00:00:00Z
INC-0235,Operations,Reporting,Medium,Resolved,2026-08-26T01:51:49Z,2026-08-26T21:27:49Z,2026-08-26,24,19.6,19.6,Met,0,2026-09-14T00:00:00Z
INC-0236,Finance,Reporting,Low,Resolved,2026-08-18T10:51:00Z,2026-08-23T09:52:48Z,2026-08-18,72,119.03,119.03,Breached,0,2026-09-14T00:00:00Z
INC-0237,Sales,Business application,High,Resolved,2026-09-07T02:43:04Z,2026-09-07T03:59:16Z,2026-09-07,8,1.27,1.27,Met,0,2026-09-14T00:00:00Z
INC-0238,Operations,Business application,Medium,Resolved,2026-09-04T00:53:25Z,2026-09-05T04:56:25Z,2026-09-04,24,28.05,28.05,Breached,0,2026-09-14T00:00:00Z
INC-0239,Operations,Device,Medium,Resolved,2026-08-26T02:15:53Z,2026-08-27T10:22:29Z,2026-08-26,24,32.11,32.11,Breached,0,2026-09-14T00:00:00Z
INC-0240,Finance,Access,High,Open,2026-09-13T20:31:07Z,,2026-09-13,8,3.4814,,On track,1,2026-09-14T00:00:00Z
